,N,P,K,temperature,rainfall,label
1111,23,23,27,34.72413192,97.31258083,mango
1112,37,30,34,27.53907547,99.35408185,mango
1113,11,27,30,27.69637763,89.85646496,mango
1114,12,19,31,27.25373364,91.87312479,mango
1115,3,28,33,30.33723921,94.42850522,mango
1116,37,38,32,31.85744939,91.55845821,mango
1117,26,37,30,35.39986338,97.41054011,mango
1118,14,18,30,29.80747243,95.74606104,mango
1119,40,16,35,34.16438906,98.33351125,mango
1120,4,20,25,28.93270187,99.9834242,mango
1121,36,25,33,27.98392787,99.61465679,mango
1122,30,17,31,31.20478173,94.62954663,mango
1123,28,37,28,32.13409675,98.63333684,mango
1124,38,15,30,28.91862016,97.01331604,mango
1125,12,37,30,31.09779147,90.28624348,mango
1126,38,19,31,34.73823882,90.65022183,mango
1127,8,33,29,29.98080499,91.82271568,mango
1128,15,27,28,33.80398664,90.82549241,mango
1129,34,16,25,30.07202564,92.09609766,mango
1130,11,36,31,27.92063282,100.2585673,mango
1131,33,29,34,31.40948821,92.99739415,mango
1132,12,31,26,35.7877738,100.2160615,mango
1133,12,34,28,33.36140093,98.81596545,mango
1134,5,16,31,35.96054636,98.00644238,mango
1135,1,30,29,28.33333307,91.67241761,mango
1136,16,35,31,32.27652024,95.99487068,mango
1137,35,18,26,31.99490489,97.38741498,mango
1138,4,40,26,27.58258929,95.8445641,mango
1139,9,29,34,29.38471637,100.8124659,mango
1140,2,38,33,32.38697531,90.21633216,mango
1141,26,32,32,30.91471455,90.14047759,mango
1142,34,38,31,35.37775595,97.41586402,mango
1143,5,32,33,32.32362177,93.36718816,mango
1144,31,29,26,28.22373428,97.76832322,mango
1145,34,34,35,27.27433181,95.257992,mango
1146,36,19,32,27.10710832,92.37238878,mango
1147,7,17,26,34.89226666,91.63074547,mango
1148,38,15,27,33.7462686,92.26439205,mango
1149,5,19,25,27.351105600000004,96.27792547,mango
1150,37,36,26,32.89300162,94.49161372,mango
1151,21,31,32,35.38598705,90.29643888,mango
1152,37,36,27,27.552973600000005,90.40332704,mango
1153,23,23,30,32.82141065,90.89173106,mango
1154,36,26,26,30.17294105,95.23444287,mango
1155,24,33,35,29.26382931,100.7586226,mango
1156,26,18,30,32.06097197,96.59816497,mango
1157,22,17,26,28.69818144,99.642454,mango
1158,11,34,32,29.14305008,97.55155537,mango
1159,29,35,28,28.347161100000005,90.40260445,mango
1160,22,28,26,27.67256197,92.84991507,mango
1161,23,24,32,28.1218093,93.30247448,mango
1162,1,35,34,30.79375683,92.21318555,mango
1163,2,24,34,28.89409382,94.76322976,mango
1164,39,37,25,33.33024826,98.28583013,mango
1165,15,36,27,27.78912455,91.01152997,mango
1166,3,18,31,31.65333432,91.09745581,mango
1167,8,38,32,29.75150773,91.405983,mango
1168,33,31,34,31.32995611,89.78216168,mango
1169,14,29,32,35.63627319,97.51952041,mango
1170,18,20,26,31.66524687,89.98024312,mango
1171,9,21,32,32.26935342,95.94035356,mango
1172,20,30,27,27.81005614,95.89898581,mango
1173,9,38,25,34.58561471,100.3060719,mango
1174,26,24,34,31.27180992,89.74409017,mango
1175,31,36,29,33.93679864,97.4611918,mango
1176,14,18,35,31.09154239,91.46664318,mango
1177,40,16,35,31.89356292,89.59371481,mango
1178,28,27,34,32.45465292,95.04871605,mango
1179,0,17,30,35.47478322,97.79072474,mango
1180,1,29,29,27.32961444,93.53197359,mango
1181,2,36,31,30.90225239,91.77522598,mango
1182,12,27,26,29.09382275,96.23520043,mango
1183,7,28,35,30.02086169,96.63721027,mango
1184,0,36,26,34.13072188,96.38808001,mango
1185,26,35,31,33.44619894,98.05089394,mango
1186,27,21,30,35.3915464,91.22881052,mango
1187,22,38,31,31.53356352,98.57025046,mango
1188,22,18,31,30.764551500000003,90.38503469,mango
1189,28,23,28,30.01821337,96.08745082,mango
1190,7,31,27,31.32863689,94.67344737,mango
1191,29,34,26,33.88004781,89.29147581,mango
1192,8,37,33,28.07802689,97.45373619,mango
1193,39,16,27,35.53845018,91.54560427,mango
1194,40,24,25,28.70595247,95.8946444,mango
1195,19,38,26,31.48451729,93.17221967,mango
1196,21,21,30,27.69819273,100.7720705,mango
1197,22,18,33,30.41235793,93.92375879,mango
1198,31,20,30,32.17752026,91.88766069,mango
1199,18,26,31,32.611261400000004,91.10190759,mango
1200,24,130,195,29.99677232,67.12534492,grapes
1201,13,144,204,30.7280404,68.38135469,grapes
1202,22,123,205,32.44577836,68.73932528,grapes
1203,36,125,196,37.46566825,66.83872293,grapes
1204,24,131,196,22.03296178,65.34440794,grapes
1205,2,123,198,39.64851881,70.39906054,grapes
1206,35,140,197,16.77557314,66.76285469,grapes
1207,11,122,195,12.14190714,69.63122027,grapes
1208,6,123,203,12.7567962,66.77844567,grapes
1209,17,134,204,39.04071989,73.88467027,grapes
1210,25,130,197,39.70772192,74.91506217,grapes
1211,27,145,205,9.467960445,66.02765219,grapes
1212,9,122,201,29.58748357,68.06417307,grapes
1213,16,139,203,17.82803682,65.84748763,grapes
1214,32,141,204,8.825674745,67.235765,grapes
1215,22,138,195,27.83487131,73.02882766,grapes
1216,31,144,202,11.02105378,68.23963161,grapes
1217,3,136,205,17.5862944,71.40654520000002,grapes
1218,28,122,197,19.89363946,69.66256816,grapes
1219,4,136,204,29.93707596,65.52279323,grapes
1220,39,145,201,36.73126647,72.24230804,grapes
1221,38,132,197,20.42094753,66.93065667,grapes
1222,36,133,198,25.51939719,69.17281221,grapes
1223,25,121,201,30.50734778,70.08200379,grapes
1224,15,125,199,18.426993600000007,69.75734306,grapes
1225,24,140,205,12.087022,68.66813363,grapes
1226,13,132,203,23.60115364,73.23901752,grapes
1227,5,126,197,12.80000387,67.10439401,grapes
1228,30,120,200,38.06099482,65.70148216,grapes
1229,23,142,197,39.06555518,69.30772897,grapes
1230,26,135,203,33.78372897,74.53557341,grapes
1231,7,126,203,16.76201707,73.28712806,grapes
1232,32,139,198,35.89307536,66.53946559,grapes
1233,9,141,202,21.01245395,66.38448261,grapes
1234,20,142,196,10.89875873,68.69420397,grapes
1235,32,129,201,16.36251869,71.55665483,grapes
1236,3,134,199,20.28370163,71.06611222,grapes
1237,38,138,204,25.11108456,73.01026829,grapes
1238,14,131,198,33.4641162,67.92204319,grapes
1239,20,122,204,11.7976469,65.06962486,grapes
1240,40,126,201,11.36300891,71.18289431,grapes
1241,36,128,204,25.23542319,67.03840888,grapes
1242,11,132,197,15.99050693,74.40198861,grapes
1243,0,137,195,22.4359017,65.3973168,grapes
1244,19,123,200,34.76086052,65.70430027,grapes
1245,31,136,197,31.11047251,71.43001582,grapes
1246,4,134,200,28.57828803,73.34232097,grapes
1247,39,139,201,41.18664903,68.68895899,grapes
1248,8,127,196,27.02766138,70.95666003,grapes
1249,39,138,203,21.19339319,74.62834921,grapes
1250,32,120,204,10.38004759,67.39173790000001,grapes
1251,12,142,203,31.3115978,65.01095312,grapes
1252,8,133,195,20.46657776,71.29813872,grapes
1253,8,139,199,29.36947679,66.13442813,grapes
1254,21,134,202,10.72302459,65.29821120000001,grapes
1255,40,140,195,14.97846952,71.63437433,grapes
1256,39,127,202,15.3246651,71.60102999,grapes
1257,19,120,195,18.73932187,73.55807954,grapes
1258,21,139,201,19.3642553,67.15094741,grapes
1259,17,136,195,41.20733624,65.90227462,grapes
1260,33,139,203,33.34214482,70.68098614,grapes
1261,22,133,201,23.81995682,67.27398640000001,grapes
1262,32,130,196,40.66012294,74.03030056,grapes
1263,37,135,205,11.82768186,74.10225057,grapes
1264,15,140,195,13.28504331,65.80006004,grapes
1265,39,132,196,35.83089092,73.67984885,grapes
1266,40,121,199,26.18159716,66.05911698,grapes
1267,40,132,202,24.57558351,69.706113,grapes
1268,29,142,203,29.67229086,66.48490371,grapes
1269,32,121,199,39.37102553,74.08101744,grapes
1270,6,140,205,17.66558428,69.8671263,grapes
1271,8,120,196,24.06679352,69.81855775,grapes
1272,34,133,202,15.31413469,74.82144653,grapes
1273,35,135,199,21.77466746,69.39630398,grapes
1274,16,145,199,26.91624843,69.30927185,grapes
1275,8,136,201,41.65602996,74.19664838,grapes
1276,25,129,195,17.98667801,72.37127689,grapes
1277,16,130,201,29.12033769,68.8503047,grapes
1278,39,129,203,34.38922481,71.03001556,grapes
1279,38,135,203,41.36106301,69.92107482,grapes
1280,33,120,205,35.12158265,69.71518491,grapes
1281,35,125,204,19.6491772,73.69529586,grapes
1282,1,132,200,16.27852801,66.57462809,grapes
1283,39,140,203,21.11903604,69.27779761,grapes
1284,28,145,202,19.2077707,66.83113717,grapes
1285,6,128,200,25.96308415,70.31782647,grapes
1286,6,139,199,25.67385024,74.10919422,grapes
1287,29,122,196,41.94865736,73.06862952,grapes
1288,37,144,197,11.18994268,66.34234944,grapes
1289,38,120,197,17.5438296,73.77063744,grapes
1290,38,141,198,13.05809741,70.75633584,grapes
1291,14,121,203,9.724457611,74.46411148,grapes
1292,6,125,204,27.92004934,69.92092839,grapes
1293,32,138,197,9.535585543,69.44115171,grapes
1294,11,124,204,13.42988625,71.40043037,grapes
1295,23,138,200,9.851242629,68.42802444,grapes
1296,40,143,201,24.97256132,66.70016285,grapes
1297,6,142,202,27.23708304,70.42508897,grapes
1298,37,124,195,18.70679077,66.5964488,grapes
1299,35,134,204,9.949929082,66.00817551,grapes
1300,119,25,51,26.47330219,53.65742581,watermelon
1301,119,19,55,25.18780042,46.87420883,watermelon
1302,105,30,50,25.29954705,57.04147057,watermelon
1303,114,8,50,24.74631269,57.95826144,watermelon
1304,93,22,52,26.58740671,41.87540028,watermelon
1305,80,26,55,24.53442564,49.11618732,watermelon
1306,85,27,45,26.0713757,57.79652846,watermelon
1307,85,22,53,25.96534238,59.46338556,watermelon
1308,82,22,45,26.22338015,54.60159289,watermelon
1309,118,13,54,24.41311871,44.07843475,watermelon
1310,83,25,53,26.49195283,57.72799157,watermelon
1311,86,15,47,24.04355803,53.78929956,watermelon
1312,101,10,47,25.5421695,57.57343233,watermelon
1313,119,9,50,26.74550678,40.794305,watermelon
1314,104,17,46,25.7131428,43.08961827,watermelon
1315,95,12,51,25.76484262,44.22066914,watermelon
1316,102,14,52,26.79489868,57.74091817,watermelon
1317,109,21,55,24.9004602,57.44942094,watermelon
1318,81,18,50,26.80750629,58.79889057,watermelon
1319,103,17,51,25.11189154,44.20656987,watermelon
1320,105,14,50,26.2148837,59.65590798,watermelon
1321,97,8,52,24.9103226,49.48575692,watermelon
1322,120,19,49,25.79448878,56.45229202,watermelon
1323,95,16,55,25.26931156,40.12650421,watermelon
1324,83,29,52,25.76402693,46.05122728,watermelon
1325,83,9,45,25.85483596,46.85176955,watermelon
1326,91,21,50,24.33528185,48.32113628,watermelon
1327,116,5,54,25.37601283,57.23028471,watermelon
1328,112,28,54,24.86094646,55.29563514,watermelon
1329,88,29,51,24.71885473,48.45978627,watermelon
1330,118,15,45,24.21495706,48.01138482,watermelon
1331,92,21,48,25.81692236,54.82963379,watermelon
1332,106,14,45,24.47018505,57.26773002,watermelon
1333,99,5,47,24.13078816,51.19470197,watermelon
1334,98,8,51,26.1793464,49.43050977,watermelon
1335,108,22,46,26.17668721,53.33484977,watermelon
1336,119,7,55,26.03867719,44.3993381,watermelon
1337,117,27,48,26.53259325,54.30660782,watermelon
1338,109,10,53,26.81938687,46.06193778,watermelon
1339,80,16,46,25.50405534,48.47833278,watermelon
1340,100,18,52,26.20234499,56.47941847,watermelon
1341,91,7,53,25.13735887,43.52897517,watermelon
1342,86,6,53,25.92030221,42.10681516,watermelon
1343,107,5,52,26.6634609,57.40847165,watermelon
1344,103,16,49,24.06731461,51.75212401,watermelon
1345,101,20,48,24.6774157,57.05709413,watermelon
1346,85,25,47,26.11440416,58.48160844,watermelon
1347,84,7,51,26.81530456,55.74073582,watermelon
1348,102,28,54,25.15623099,55.49541453,watermelon
1349,98,25,52,25.2801372,49.29456609,watermelon
1350,97,25,50,26.22005978,49.08553937,watermelon
1351,90,16,45,24.92093261,50.55710813,watermelon
1352,95,12,46,26.21667586,54.65423596,watermelon
1353,82,23,49,26.81383586,51.70497792,watermelon
1354,82,25,51,24.31334971,48.11248366,watermelon
1355,110,28,46,24.29105004,51.26046418,watermelon
1356,118,21,51,24.42998931,48.58241822,watermelon
1357,120,20,45,25.66576039,54.22722466,watermelon
1358,91,7,52,25.07803672,56.39962921,watermelon
1359,81,6,55,24.88910524,51.70699144,watermelon
1360,101,13,54,25.42900869,56.34144589,watermelon
1361,101,17,55,24.37118217,44.63907691,watermelon
1362,111,6,53,26.493064500000006,46.06382209,watermelon
1363,107,10,49,25.83202912,45.24690619,watermelon
1364,115,11,46,24.41592661,40.32161859,watermelon
1365,84,25,52,24.37190239,44.20899581,watermelon
1366,120,7,47,24.24782473,54.76576239999999,watermelon
1367,91,12,46,24.64458469,48.31219031,watermelon
1368,89,22,52,24.89681131,53.14626213,watermelon
1369,113,19,46,25.41864024,49.52320689,watermelon
1370,97,22,50,26.26028739,58.97878791,watermelon
1371,117,30,50,24.90123934,46.59207341,watermelon
1372,90,14,52,24.84740848,59.67927244,watermelon
1373,104,23,47,26.98212846,42.91292205,watermelon
1374,81,16,45,26.90435747,59.75980023,watermelon
1375,88,5,47,25.86475496,41.16554802,watermelon
1376,92,7,45,26.70607759,51.51033554,watermelon
1377,81,18,50,26.44019475,47.81847573,watermelon
1378,111,5,55,26.283443,50.78669728,watermelon
1379,108,23,51,26.84366082,40.228644,watermelon
1380,113,30,50,26.03967219,43.87712348,watermelon
1381,83,10,53,24.92994759,48.75859458,watermelon
1382,101,11,51,25.50736962,44.2068997,watermelon
1383,114,21,55,25.4438391,57.51549686,watermelon
1384,99,6,45,26.12588914,40.71210074,watermelon
1385,92,20,55,25.10474753,59.26519444,watermelon
1386,92,7,48,26.27520631,54.38748495,watermelon
1387,91,24,55,26.27061608,46.76837499,watermelon
1388,110,21,54,26.73690828,47.46447019,watermelon
1389,112,25,51,25.04746944,56.72496677,watermelon
1390,89,25,54,24.69368934,48.99390828,watermelon
1391,100,10,53,24.54356968,42.00660251,watermelon
1392,83,22,54,25.89762315,54.49960057,watermelon
1393,95,14,50,26.6333118,56.31866159,watermelon
1394,119,30,49,25.35794749,47.72078245,watermelon
1395,97,12,47,25.28784623,58.28697664,watermelon
1396,110,7,45,26.63838589,48.32428609,watermelon
1397,96,18,50,25.3310446,41.53218699,watermelon
1398,83,23,55,26.89750174,43.97193745,watermelon
1399,120,24,47,26.98603693,58.54876687,watermelon
1400,115,17,55,27.57826922,28.08253201,muskmelon
1401,114,27,48,27.82054812,26.32405487,muskmelon
1402,101,25,52,29.09910406,22.52497327,muskmelon
1403,118,18,52,28.04943594,20.76223014,muskmelon
1404,95,26,45,29.91690582,28.16057247,muskmelon
1405,81,25,49,29.86895762,26.26243014,muskmelon
1406,117,24,53,29.17220859,21.30290472,muskmelon
1407,114,30,51,29.24908541,25.93496537,muskmelon
1408,113,6,52,27.76317235,25.21609113,muskmelon
1409,108,26,52,28.82629037,26.23838511,muskmelon
1410,81,30,48,28.52379742,29.86681385,muskmelon
1411,115,9,52,29.06785065,29.1194739,muskmelon
1412,83,7,45,29.08417927,25.33014238,muskmelon
1413,84,21,55,28.47090661,21.08484101,muskmelon
1414,109,26,45,28.27973674,21.58992507,muskmelon
1415,95,27,55,28.47212559,20.88620369,muskmelon
1416,119,5,55,29.68846716,26.83924845,muskmelon
1417,110,14,51,27.02415146,21.26034986,muskmelon
1418,82,18,48,29.09588297,26.70581328,muskmelon
1419,87,14,48,29.69238699,29.1102594,muskmelon
1420,85,9,53,28.20619412,28.78654515,muskmelon
1421,100,6,53,29.05248036,23.66620626,muskmelon
1422,107,12,46,29.57240298,27.56918621,muskmelon
1423,91,13,47,29.10968327,27.95602304,muskmelon
1424,102,25,50,28.20480805,20.36001144,muskmelon
1425,117,25,53,29.11858526,24.52020164,muskmelon
1426,85,21,52,29.62800691,23.69586761,muskmelon
1427,104,25,55,29.81196601,22.68766503,muskmelon
1428,102,24,54,27.72338349,22.81863447,muskmelon
1429,116,25,50,29.26092798,28.70627683,muskmelon
1430,100,17,48,29.72791119,26.52364146,muskmelon
1431,110,25,54,28.91105641,23.44398467,muskmelon
1432,104,25,51,28.96361426,23.56130173,muskmelon
1433,107,11,54,28.59052369,29.44008034,muskmelon
1434,98,26,52,27.33897716,28.69113835,muskmelon
1435,88,17,52,29.90415889,25.37828397,muskmelon
1436,87,25,46,27.42711692,21.7508774,muskmelon
1437,120,8,46,29.55657523,28.36535596,muskmelon
1438,95,13,46,29.84070774,23.28207838,muskmelon
1439,108,22,47,28.53545677,25.1290048,muskmelon
1440,82,13,52,27.11535046,26.51924782,muskmelon
1441,120,23,55,27.84492803,26.47844429,muskmelon
1442,110,22,47,29.03157242,24.93861254,muskmelon
1443,95,23,45,27.82424457,21.19014526,muskmelon
1444,106,10,49,27.72653142,20.21126747,muskmelon
1445,99,12,52,28.69708334,22.21807088,muskmelon
1446,106,20,51,29.73019662,20.49035619,muskmelon
1447,83,11,53,29.54097171,21.9653077,muskmelon
1448,117,19,55,28.80311922,25.16359891,muskmelon
1449,98,26,49,27.29035669,23.49535234,muskmelon
1450,113,20,48,27.46583649,27.27899847,muskmelon
1451,101,17,47,29.49401389,26.30820876,muskmelon
1452,98,7,45,27.79161808,26.85422624,muskmelon
1453,93,22,48,29.12533739,21.90440445,muskmelon
1454,95,21,47,27.93114233,20.66127836,muskmelon
1455,109,12,48,29.45771748,20.76212031,muskmelon
1456,118,12,47,27.96872279,28.94766949,muskmelon
1457,100,14,49,29.48882958,26.01909355,muskmelon
1458,89,9,47,29.47156259,28.75226067,muskmelon
1459,95,16,46,27.076726500000003,24.4514648,muskmelon
1460,95,7,45,27.30008597,25.09484511,muskmelon
1461,87,6,45,29.82729394,22.84203589,muskmelon
1462,93,20,50,29.93061247,24.34814338,muskmelon
1463,84,29,49,29.94349168,20.39020503,muskmelon
1464,111,5,47,28.03306461,21.17924769,muskmelon
1465,111,5,52,29.8843055,21.0000988,muskmelon
1466,111,15,54,27.7058373,22.06207161,muskmelon
1467,89,11,47,29.78714005,27.8659442,muskmelon
1468,110,15,48,28.57819995,27.598717800000006,muskmelon
1469,95,30,52,29.48069921,26.0365768,muskmelon
1470,115,12,52,27.51492243,21.01796432,muskmelon
1471,120,25,50,28.05457761,21.84869328,muskmelon
1472,102,11,45,29.03167341,24.15591199,muskmelon
1473,94,5,55,28.5854649,26.88372572,muskmelon
1474,84,18,46,27.08808014,25.32159689,muskmelon
1475,107,22,54,27.99611732,21.61893763,muskmelon
1476,80,18,52,27.87317436,24.05207925,muskmelon
1477,86,18,45,28.96586565,22.25838137,muskmelon
1478,113,28,48,28.87726019,24.44267592,muskmelon
1479,115,18,53,29.17052093,22.06994464,muskmelon
1480,82,20,54,29.34033587,21.44532907,muskmelon
1481,98,22,47,29.07265321,28.83568362,muskmelon
1482,117,25,54,28.68275966,29.11187663,muskmelon
1483,83,15,49,28.92705913,23.20076686,muskmelon
1484,120,16,51,27.99901833,23.28618248,muskmelon
1485,111,5,50,27.59350075,24.84266123,muskmelon
1486,85,21,47,29.87331077,24.69720481,muskmelon
1487,90,23,54,28.55852465,27.26588346,muskmelon
1488,99,29,55,29.19378695,26.48240255,muskmelon
1489,102,11,47,27.98780984,27.14509034,muskmelon
1490,80,18,51,28.05380704,20.76582087,muskmelon
1491,87,21,52,27.350629600000005,27.21244021,muskmelon
1492,114,8,52,29.34081108,28.22908103,muskmelon
1493,99,6,46,28.61475136,28.98574189,muskmelon
1494,89,25,50,27.04863538,25.08146686,muskmelon
1495,96,13,55,29.5275305,21.13545688,muskmelon
1496,82,26,47,28.50416396,24.20007242,muskmelon
1497,106,21,52,28.89578588,23.0362503,muskmelon
1498,90,15,52,27.04927452,23.65747461,muskmelon
1499,106,16,54,28.96017885,24.7458198,muskmelon
1500,24,128,196,22.75088787,110.4317855,apple
1501,7,144,197,23.8494014,114.0512495,apple
1502,14,128,205,22.60800988,116.0396587,apple
1503,8,120,201,21.18667419,122.233323,apple
1504,20,129,201,23.41044706,116.07779309999998,apple
1505,32,137,204,22.86006627,117.7296726,apple
1506,27,139,205,22.48403042,105.5473627,apple
1507,0,123,205,22.02775403,121.1349176,apple
1508,22,144,196,21.91191314,117.0761277,apple
1509,1,124,199,23.71059131,112.66765890000002,apple
1510,30,122,197,21.37784654,106.1417017,apple
1511,29,121,196,22.84852833,123.5977843,apple
1512,13,126,204,23.1094265,108.183792,apple
1513,9,139,199,23.25230817,105.3558408,apple
1514,0,133,200,23.67287749,104.2298028,apple
1515,30,143,199,23.76881552,102.2648546,apple
1516,36,140,198,23.34386401,104.4267991,apple
1517,37,137,199,22.63946441,108.3405879,apple
1518,33,121,203,22.45696744,114.8407725,apple
1519,7,144,195,22.96388477,104.64729859999998,apple
1520,35,128,205,21.07273439,107.8737015,apple
1521,29,128,198,22.44075021,121.4977331,apple
1522,2,143,196,22.71271308,109.8852597,apple
1523,34,140,198,21.70416965,115.1781396,apple
1524,29,144,204,22.43324518,119.1025189,apple
1525,32,141,203,21.25941052,109.06584709999998,apple
1526,13,144,197,22.9215706,105.6941544,apple
1527,25,143,198,22.81212536,107.855225,apple
1528,9,137,200,21.12152071,102.8017203,apple
1529,6,144,198,21.11478672,104.5086618,apple
1530,37,126,196,23.59997268,107.17281909999998,apple
1531,2,120,203,23.12652652,108.62118329999998,apple
1532,11,143,197,22.98458907,122.1952483,apple
1533,10,141,201,22.12659387,104.5412275,apple
1534,24,142,202,22.53779727,101.8474768,apple
1535,23,138,195,22.49095104,124.3915101,apple
1536,18,125,204,22.35548159,116.7366261,apple
1537,13,121,196,22.20700989,120.1593771,apple
1538,26,122,202,22.44516988,107.1843273,apple
1539,28,123,202,22.76643029,120.4359949,apple
1540,26,121,201,22.19109412,112.3126628,apple
1541,21,137,196,23.6119202,123.5900822,apple
1542,21,135,198,23.86087054,105.0241329,apple
1543,5,144,205,21.42177231,102.8045658,apple
1544,2,123,205,22.36629253,124.9831618,apple
1545,15,133,199,23.99686172,117.6102915,apple
1546,31,130,198,21.80129837,120.05866709999998,apple
1547,25,143,200,23.80436344,100.6192543,apple
1548,16,143,204,23.71475278,121.8961665,apple
1549,19,122,202,23.34467359,112.8954016,apple
1550,10,125,196,22.31253665,113.0688155,apple
1551,20,139,202,23.50201428,107.9868949,apple
1552,28,123,198,23.46260321,111.7763395,apple
1553,28,136,200,23.06204373,114.7399101,apple
1554,2,131,199,22.47420512,124.2179699,apple
1555,2,140,197,22.69780133,105.0508234,apple
1556,27,138,201,23.66682067,105.4004751,apple
1557,30,127,204,22.50050273,100.9343903,apple
1558,32,145,203,23.83053666,109.5966791,apple
1559,29,139,205,23.64142354,116.6912176,apple
1560,26,126,195,21.41363812,118.3979065,apple
1561,40,136,202,22.85267372,117.53140259999998,apple
1562,6,124,200,22.98208095,109.5852253,apple
1563,35,138,200,21.19909519,103.6838922,apple
1564,17,136,196,23.87192332,103.0548094,apple
1565,33,134,205,21.0365275,114.7412734,apple
1566,16,143,197,22.61711614,116.9256766,apple
1567,27,120,200,21.45278675,116.7036582,apple
1568,29,145,205,22.81227579,109.3383552,apple
1569,3,141,197,21.98141856,115.4789148,apple
1570,15,123,204,22.52709326,115.3830068,apple
1571,5,136,195,22.35628673,107.7697413,apple
1572,10,136,204,21.19852186,105.8554351,apple
1573,7,141,195,23.8812458,104.9116663,apple
1574,2,129,201,22.78234161,122.1449949,apple
1575,29,138,197,22.19055385,121.6622761,apple
1576,30,137,200,22.91430043,118.6044645,apple
1577,29,132,204,23.08950736,108.2166601,apple
1578,14,139,197,21.72484506,121.6961761,apple
1579,18,125,203,22.44307715,102.5565807,apple
1580,33,143,204,21.1316077,122.5391946,apple
1581,40,144,196,22.71750705,107.0289866,apple
1582,9,143,197,23.75033085,117.6602827,apple
1583,38,135,203,23.76121837,100.825956,apple
1584,28,130,196,22.13450646,112.9203223,apple
1585,35,142,203,21.17089176,123.6495149,apple
1586,12,129,205,22.36238282,118.68327250000002,apple
1587,1,135,203,22.77856513,113.7759219,apple
1588,0,145,205,21.22503442,113.9760462,apple
1589,31,121,201,23.15791104,110.712841,apple
1590,35,131,203,22.42776057,102.7230739,apple
1591,29,140,195,23.64082979,116.7431319,apple
1592,33,138,198,22.29423493,122.7418744,apple
1593,14,140,197,23.35225078,113.0381382,apple
1594,35,145,195,22.03911546,110.9804014,apple
1595,40,120,197,23.80593812,119.6335548,apple
1596,25,132,198,22.31944084,100.1173443,apple
1597,31,137,196,22.14464104,120.6310784,apple
1598,36,144,196,23.65167552,115.3611268,apple
1599,10,140,197,22.16939473,124.4683112,apple
1600,22,30,12,15.78144173,119.035002,orange
1601,37,6,13,26.03097313,101.2847738,orange
1602,27,13,6,13.36050601,111.2266885,orange
1603,7,16,9,18.87957654,114.6659511,orange
1604,20,7,9,29.47741671,111.1727497,orange
1605,26,27,10,28.06903173,114.1339416,orange
1606,5,23,15,25.66901098,112.5424199,orange
1607,0,18,14,29.77149434,114.41617859999998,orange
1608,39,24,14,30.55472573,106.0711985,orange
1609,13,23,6,23.96147583,102.6958703,orange
1610,21,17,15,23.98289638,118.4901697,orange
1611,33,12,8,25.26052689,117.36952959999998,orange
1612,6,9,12,31.08368929,109.6894658,orange
1613,19,7,10,14.78003032,100.1961762,orange
1614,24,18,6,26.56608303,116.3796525,orange
1615,9,11,8,24.85903405,111.78037340000002,orange
1616,31,8,7,34.51465139,103.5684926,orange
1617,22,17,5,24.12188673,102.835632,orange
1618,13,5,8,23.85340379,103.923226,orange
1619,16,8,9,24.60297538,111.2948115,orange
1620,4,13,6,15.63211033,101.4705704,orange
1621,0,25,14,19.33516809,116.450422,orange
1622,8,7,10,28.2620488,105.2132259,orange
1623,4,23,5,22.67594476,110.3332655,orange
1624,33,14,8,21.03200078,110.6823944,orange
1625,30,7,15,33.23453301,115.7659902,orange
1626,21,29,12,22.30318989,117.3688104,orange
1627,11,14,5,11.50322938,115.56837759999998,orange
1628,9,8,15,14.34320488,110.22231229999998,orange
1629,5,18,14,33.105698100000005,119.1709113,orange
1630,29,25,14,30.49183837,113.3302105,orange
1631,33,12,15,30.25578031,116.7173125,orange
1632,8,16,6,12.22816189,108.4161706,orange
1633,15,14,8,10.01081312,119.3941064,orange
1634,16,7,8,22.79196751,116.5084074,orange
1635,0,12,7,20.18432263,116.8130969,orange
1636,5,25,6,30.72119881,106.8118019,orange
1637,6,8,11,24.35590861,119.6946577,orange
1638,10,5,5,21.21306973,112.9834361,orange
1639,1,17,6,10.78689755,117.5293447,orange
1640,1,30,10,11.89925671,103.5771468,orange
1641,0,23,15,22.56664172,109.8585753,orange
1642,24,27,9,18.86883219,119.3936976,orange
1643,36,11,13,17.34083741,112.7194284,orange
1644,40,21,8,34.90665289,102.1906333,orange
1645,40,22,6,24.53610067,115.9787989,orange
1646,32,18,13,13.8377282,107.9873218,orange
1647,9,10,10,22.3551049,101.5164589,orange
1648,13,16,8,34.74004942,100.1967854,orange
1649,15,9,11,11.54785707,108.82891709999998,orange
1650,29,11,5,23.13338811,104.4224145,orange
1651,1,15,9,29.98364695,115.3560318,orange
1652,18,5,11,20.87947369,102.4550786,orange
1653,14,22,9,17.24944623,112.50905159999998,orange
1654,33,15,7,15.83388699,109.7571416,orange
1655,4,6,7,23.01014302,112.6738296,orange
1656,17,16,14,16.39624284,102.944161,orange
1657,12,20,10,24.45132792,109.4711098,orange
1658,34,29,8,31.87859192,105.3437825,orange
1659,39,28,10,31.34920143,109.1549823,orange
1660,31,25,12,18.05142392,111.7793889,orange
1661,12,6,8,30.84835031,107.4142681,orange
1662,12,29,13,22.45616931,118.0069295,orange
1663,26,11,11,13.70319166,106.2944879,orange
1664,19,24,15,20.48954522,111.83919509999998,orange
1665,39,21,9,13.20844373,106.2696156,orange
